feature,candidate,leverage,cap_min,cap_max,cls,lever,target,theta_tail_area_pct,theta_tail_mass,gini,passes_R3,core_in_theta_tail_pct,physical_quantity,defensible_shapes
climate_type_macrorefugia,1/v (registered),0.408,0.14,0.547,diffuse-linear,weight,1.0,0.4745421186170434,0.03201759463048045,0.33875033641092944,True,17.58580530245941,years per km before the cell's future climate arrives from its nearest present-day source (1/backward velocity),linear or SATURATING (persistence beyond the planning horizon adds nothing); convex not defensible
climate_type_macrorefugia,log1p(1/v) [saturating],0.338,0.161,0.499,diffuse-linear,weight,1.0,0.030132592650790057,0.0016083720509559591,0.276962009753595,True,1.116667808453792,years per km before the cell's future climate arrives from its nearest present-day source (1/backward velocity),linear or SATURATING (persistence beyond the planning horizon adds nothing); convex not defensible
climate_type_macrorefugia,sqrt(1/v) [saturating],0.201,0.214,0.416,diffuse-linear,weight,1.0,9.24312657999695e-05,4.922099036741405e-06,0.1644625521692267,True,0.0034253613756251287,years per km before the cell's future climate arrives from its nearest present-day source (1/backward velocity),linear or SATURATING (persistence beyond the planning horizon adds nothing); convex not defensible
climate_type_macrorefugia,(1/v)^2 [convex],0.758,0.042,0.8,concentrated-satiating,target,0.343,3.0284179926702004,0.3438503325733985,0.664813719434631,True,80.28361992190176,years per km before the cell's future climate arrives from its nearest present-day source (1/backward velocity),linear or SATURATING (persistence beyond the planning horizon adds nothing); convex not defensible
transboundary_connectivity,identity (registered),0.441,0.102,0.543,diffuse-linear,weight,1.0,0.17275403578014298,0.011622793699483802,0.3615625141834073,True,1.0276084126875384,"current density (Pither/O'Brien omnidirectional Circuitscape, raw current)",CONVEX (I^2 = dissipated power; a pinch point's flow has no alternative path -- loss severs rather than reduces) or linear (never defended)
transboundary_connectivity,log1p [saturating],0.307,0.145,0.452,diffuse-linear,weight,1.0,0.0,0.0,0.2504139086051026,True,0.0,"current density (Pither/O'Brien omnidirectional Circuitscape, raw current)",CONVEX (I^2 = dissipated power; a pinch point's flow has no alternative path -- loss severs rather than reduces) or linear (never defended)
transboundary_connectivity,sqrt [saturating],0.252,0.174,0.426,diffuse-linear,weight,1.0,0.000554587594799817,3.1870209550658074e-05,0.20686006310700034,True,0.0,"current density (Pither/O'Brien omnidirectional Circuitscape, raw current)",CONVEX (I^2 = dissipated power; a pinch point's flow has no alternative path -- loss severs rather than reduces) or linear (never defended)
transboundary_connectivity,square [convex],0.719,0.031,0.75,concentrated-satiating,target,0.198,2.0202701765899334,0.1978893327602637,0.6099910215232249,True,7.272042200452147,"current density (Pither/O'Brien omnidirectional Circuitscape, raw current)",CONVEX (I^2 = dissipated power; a pinch point's flow has no alternative path -- loss severs rather than reduces) or linear (never defended)
climate_corridors,identity (registered),0.258,0.157,0.415,diffuse-linear,weight,1.0,0.0,0.0,0.20434361649583518,True,0.0,Carroll et al. 2018 current-flow centrality between climate-analog pairs,"convex on the same pinch-point logic IF the layer is raw/cumulative current; if a derived (already compressed) index, the shape question belongs to its construction"
climate_corridors,log1p [saturating],0.126,0.226,0.352,diffuse-linear,weight,1.0,0.0,0.0,0.09965594645148583,True,0.0,Carroll et al. 2018 current-flow centrality between climate-analog pairs,"convex on the same pinch-point logic IF the layer is raw/cumulative current; if a derived (already compressed) index, the shape question belongs to its construction"
climate_corridors,sqrt [saturating],0.139,0.22,0.359,diffuse-linear,weight,1.0,0.0,0.0,0.11005009029793271,True,0.0,Carroll et al. 2018 current-flow centrality between climate-analog pairs,"convex on the same pinch-point logic IF the layer is raw/cumulative current; if a derived (already compressed) index, the shape question belongs to its construction"
climate_corridors,square [convex],0.436,0.075,0.511,diffuse-linear,weight,1.0,0.00924312657999695,0.000518833806336537,0.34767010731137393,True,0.0,Carroll et al. 2018 current-flow centrality between climate-analog pairs,"convex on the same pinch-point logic IF the layer is raw/cumulative current; if a derived (already compressed) index, the shape question belongs to its construction"
irrecoverable_carbon_m_soc,identity (registered),0.893,0.004,0.898,concentrated-satiating,target,0.358,4.1795569769430205,0.3587400846359059,0.7544823712098775,True,3.031444817428239,tonnes of irrecoverable mineral-soil carbon per hectare,LINEAR (a tonne is a tonne); dominance handled by the target
irrecoverable_carbon_m_soc,log1p [saturating],0.502,0.058,0.559,diffuse-linear,weight,1.0,0.0,0.0,0.39697244458945463,True,0.0,tonnes of irrecoverable mineral-soil carbon per hectare,LINEAR (a tonne is a tonne); dominance handled by the target
irrecoverable_carbon_m_soc,sqrt [saturating],0.654,0.04,0.693,diffuse-linear,weight,1.0,0.6562619871797835,0.03769713878769398,0.5286239819879055,True,0.1438651777762554,tonnes of irrecoverable mineral-soil carbon per hectare,LINEAR (a tonne is a tonne); dominance handled by the target
irrecoverable_carbon_m_soc,square [convex],0.993,0.0,0.993,concentrated-satiating,target,0.711,4.036843102547868,0.7110059473062872,0.9210754272170191,True,2.8636021100226077,tonnes of irrecoverable mineral-soil carbon per hectare,LINEAR (a tonne is a tonne); dominance handled by the target
irrecoverable_carbon_biomass,identity (registered),0.795,0.001,0.796,diffuse-linear,weight,1.0,0.9804184363402765,0.054758243649408865,0.6427080036088797,True,1.7503596629444407,tonnes of irrecoverable biomass carbon per hectare,LINEAR (a tonne is a tonne)
irrecoverable_carbon_biomass,log1p [saturating],0.562,0.012,0.574,diffuse-linear,weight,1.0,0.0,0.0,0.44234635389709676,True,0.0,tonnes of irrecoverable biomass carbon per hectare,LINEAR (a tonne is a tonne)
irrecoverable_carbon_biomass,sqrt [saturating],0.625,0.015,0.64,diffuse-linear,weight,1.0,0.0,0.0,0.49668247701928747,True,0.0,tonnes of irrecoverable biomass carbon per hectare,LINEAR (a tonne is a tonne)
irrecoverable_carbon_biomass,square [convex],0.937,0.0,0.937,concentrated-satiating,target,0.403,5.236600932631472,0.4033594371652277,0.786675261241435,True,7.700212372405289,tonnes of irrecoverable biomass carbon per hectare,LINEAR (a tonne is a tonne)
aoh_richness_birds,identity (registered),0.235,0.18,0.415,diffuse-linear,weight,1.0,0.0,0.0,0.18595063291027228,True,0.0,count of bird species with area of habitat in the cell,"linear or SATURATING (diminishing per-cell value of additional species is arguable) -- the deferred case, reopened"
aoh_richness_birds,log1p [saturating],0.06,0.267,0.327,low-contrast-inexpressible,none (disclosed),1.0,0.0,0.0,0.047569409402034434,False,0.0,count of bird species with area of habitat in the cell,"linear or SATURATING (diminishing per-cell value of additional species is arguable) -- the deferred case, reopened"
aoh_richness_birds,sqrt [saturating],0.123,0.235,0.358,diffuse-linear,weight,1.0,0.0,0.0,0.09724829772805874,True,0.0,count of bird species with area of habitat in the cell,"linear or SATURATING (diminishing per-cell value of additional species is arguable) -- the deferred case, reopened"
aoh_richness_birds,square [convex],0.423,0.101,0.523,diffuse-linear,weight,1.0,0.0,0.0,0.33420231268069933,True,0.0,count of bird species with area of habitat in the cell,"linear or SATURATING (diminishing per-cell value of additional species is arguable) -- the deferred case, reopened"
aoh_richness_mammals,identity (registered),0.185,0.207,0.392,diffuse-linear,weight,1.0,0.0,0.0,0.14710324566834926,True,0.0,count of mammal species with area of habitat in the cell,"linear or SATURATING -- the deferred case, reopened"
aoh_richness_mammals,log1p [saturating],0.054,0.271,0.325,low-contrast-inexpressible,none (disclosed),1.0,0.0,0.0,0.04273266646021666,False,0.0,count of mammal species with area of habitat in the cell,"linear or SATURATING -- the deferred case, reopened"
aoh_richness_mammals,sqrt [saturating],0.095,0.25,0.346,low-contrast-inexpressible,none (disclosed),1.0,0.0,0.0,0.07573897126969378,False,0.0,count of mammal species with area of habitat in the cell,"linear or SATURATING -- the deferred case, reopened"
aoh_richness_mammals,square [convex],0.347,0.137,0.484,diffuse-linear,weight,1.0,0.0,0.0,0.27514034232704726,True,0.0,count of mammal species with area of habitat in the cell,"linear or SATURATING -- the deferred case, reopened"
human_modification,1 - gHM (registered),0.047,0.268,0.316,low-contrast-inexpressible,none (disclosed),1.0,0.0,0.0,0.040781340868978284,False,0.0,unmodified fraction of the cell (1 - gHM),"LINEAR bounded complement; any convex form (1/gHM, -log gHM) manufactures a tail below the index's precision -- excluded on principle"
human_modification,"1/max(gHM, 0.01) [convex]",0.46,0.07,0.529,diffuse-linear,weight,1.0,0.0,0.0,0.3633623677076762,True,0.0,unmodified fraction of the cell (1 - gHM),"LINEAR bounded complement; any convex form (1/gHM, -log gHM) manufactures a tail below the index's precision -- excluded on principle"
human_modification,"-log(max(gHM, 0.01)) [convex]",0.193,0.185,0.378,diffuse-linear,weight,1.0,0.0,0.0,0.15606213406898237,True,0.0,unmodified fraction of the cell (1 - gHM),"LINEAR bounded complement; any convex form (1/gHM, -log gHM) manufactures a tail below the index's precision -- excluded on principle"
human_modification,"1/max(gHM, 0.001) [convex]",0.529,0.061,0.59,diffuse-linear,weight,1.0,0.6363892650327899,0.06187467059440145,0.4394995770738377,True,2.880728916900733,unmodified fraction of the cell (1 - gHM),"LINEAR bounded complement; any convex form (1/gHM, -log gHM) manufactures a tail below the index's precision -- excluded on principle"
human_modification,"-log(max(gHM, 0.001)) [convex]",0.204,0.182,0.386,diffuse-linear,weight,1.0,0.0,0.0,0.16594023803543542,True,0.0,unmodified fraction of the cell (1 - gHM),"LINEAR bounded complement; any convex form (1/gHM, -log gHM) manufactures a tail below the index's precision -- excluded on principle"
